"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-11",102.2988,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-12",102.0987,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-01",101.9221,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-02",101.7965,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-03",101.7313,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-04",101.7368,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-05",101.781,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-06",101.8383,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-07",101.8988,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-08",101.9653,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-09",102.0466,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-10",102.1447,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-11",102.2275,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-12",102.2384,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-01",102.1218,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-02",101.9189,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-03",101.6698,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-04",101.4003,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-05",101.1555,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-06",101.0003,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.9939,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-08",101.0763,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.182,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.2659,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.3045,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.2671,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.1298,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-02",100.9681,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-03",100.8773,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-04",100.9197,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-05",100.9995,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-06",100.982,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-07",100.7751,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-08",100.5094,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-09",100.367,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-10",100.4703,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-11",100.6474,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-12",100.6517,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-01",100.3086,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-02",99.83408,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-03",99.53143,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-04",99.61897,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-05",99.88609,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-06",100.0368,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-07",99.85365,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-08",99.47837,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-09",99.10979,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-10",98.89416,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-11",98.8088,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-12",98.82379,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-01",98.93342,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-02",99.08735,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-03",99.24264,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-04",99.37148,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-05",99.46756,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-06",99.52502,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-07",99.55016,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-08",99.61169,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-09",99.81567,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-10",100.244,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-11",100.7503,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-12",101.1245,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-01",101.1794,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-02",100.9691,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-03",100.5184,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-04",99.81781,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-05",99.05859,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-06",98.47111,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-07",98.22185,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-08",98.13867,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-09",98.01395,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-10",97.74163,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-11",97.49586,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-12",97.5722,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-01",98.20224,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-02",99.0462,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-03",99.64064,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-04",99.63229,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-05",99.26139,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-06",98.83117,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-07",98.53981,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-08",98.37183,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-09",98.28161,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-10",98.25367,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-11",98.28503,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-12",98.4132,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-01",98.68481,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-02",99.02743,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-03",99.35518,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-04",99.60335,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-05",99.77785,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-06",99.86874,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.83737,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.68717,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.38725,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-10",98.91476,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-11",98.44714,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-12",98.24173,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-01",98.5107,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.03359,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.5351,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.8088,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-05",99.8623,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-06",99.69747,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-07",99.3108,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-08",98.9121,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-09",98.77234,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-10",99.0834,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-11",99.55896,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-12",99.82403,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-01",99.6399,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-02",99.33965,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-03",99.41953,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.2463,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-05",101.3849,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-06",102.2261,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-07",102.3035,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.9069,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-09",101.4126,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-10",101.0866,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.9865,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.1799,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.7363,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-02",102.4263,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-03",102.9731,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-04",103.1713,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-05",103.148,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-06",103.057,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-07",102.9947,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-08",102.9826,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-09",103.0304,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-10",103.1473,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-11",103.2948,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-12",103.4315,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-01",103.5267,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-02",103.5858,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-03",103.6088,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-04",103.5855,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-05",103.5257,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-06",103.4291,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-07",103.2912,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-08",103.1458,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-09",103.0412,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-10",103.0244,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-11",103.0833,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-12",103.2181,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-01",103.4358,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-02",103.6694,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-03",103.83,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-04",103.8421,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-05",103.7528,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-06",103.6118,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-07",103.4531,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-08",103.3277,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-09",103.3013,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-10",103.4175,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-11",103.5629,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-12",103.5663,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-01",103.269,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-02",102.7366,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-03",102.0177,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-04",101.1375,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-05",100.2774,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.68558,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.56715,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.70567,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-09",99.85112,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.85089,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-11",99.77374,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-12",99.74833,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-01",99.87876,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-02",100.1082,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-03",100.3582,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-04",100.5682,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-05",100.7152,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-06",100.7659,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-07",100.6905,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-08",100.5745,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-09",100.5316,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-10",100.6589,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.9174,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-12",101.2748,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-01",101.7158,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-02",102.1546,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-03",102.4788,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-04",102.5953,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-05",102.5916,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-06",102.5652,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-07",102.5733,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-08",102.6053,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-09",102.6288,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-10",102.6114,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-11",102.551,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-12",102.4393,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-01",102.2686,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-02",102.0892,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-03",101.9647,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-04",101.9363,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-05",101.9308,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-06",101.8437,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-07",101.5983,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-08",101.2866,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-09",101.0374,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-10",100.9511,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-11",100.9717,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-12",101.0264,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-01",101.0595,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-02",101.0315,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-03",100.8859,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-04",100.5769,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-05",100.2156,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.94746,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.88251,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.93257,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.98386,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.9547,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.85207,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.69294,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.49911,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.34862,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.35395,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.59704,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.90832,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.0548,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.85983,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.48787,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.1543,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.01247,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.00224,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.04574,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.1114,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.22443,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.45499,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.85905,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.3018,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.5923,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.5799,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.4023,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.2289,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.1686,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.174,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.1555,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.0297,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.79181,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.42599,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-04",98.92763,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-05",98.45357,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-06",98.22773,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-07",98.42241,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-08",98.79131,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.01373,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-10",98.86465,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-11",98.53107,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-12",98.27618,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-01",98.28794,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-02",98.44891,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-03",98.59396,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-04",98.61877,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-05",98.60421,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-06",98.68371,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-07",98.95009,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.26829,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.44008,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.31698,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.05957,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-12",98.88338,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-01",98.93906,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.11139,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.23298,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-04",99.18145,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-05",99.02725,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-06",98.86962,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-07",98.77527,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-08",98.72042,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-09",98.6852,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-10",98.70842,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-11",98.92287,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-12",99.58596,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.9191,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.4986,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-03",103.7547,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-04",104.2243,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-05",104.1269,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-06",103.6799,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-07",102.9801,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.2351,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.655,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.3888,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.2965,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.215,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-01",101.0507,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.8607,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.7478,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.781,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.8391,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.7391,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.3396,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.8028,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.34708,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.13714,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.0931,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.10043,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.05396,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-02",98.85062,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.32803,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.36014,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-05",96.272,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-06",95.51431,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-07",95.45829,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-08",95.85995,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-09",96.45505,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-10",97.09628,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-11",97.69713,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.18337,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.48504,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-02",98.64291,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-03",98.66853,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-04",98.54807,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-05",98.37823,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-06",98.27132,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-07",98.30939,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-08",98.43565,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-09",98.57811,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-10",98.68491,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-11",98.74354,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-12",98.72799,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.59395,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.34824,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.96737,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-04",97.42759,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-05",96.87032,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-06",96.49512,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-07",96.47047,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-08",96.66211,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-09",96.92728,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-12",101.8095,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-01",101.6723,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-02",101.511,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-03",101.3356,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-04",101.1528,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-05",100.9654,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-06",100.7786,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-07",100.6034,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-08",100.4587,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-09",100.3629,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-10",100.3592,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-11",100.4928,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-12",100.6959,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-01",100.8916,
